Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Number.of.Passengers,Destroyed,UniqueID
20001214X41938,Accident,CHI83FA075,1983-01-05,"LINDENWOOD, IL",United States,,,Fatal(3),Destroyed,N1968Y,Mooney,M-20D,No,1,Reciprocating,Personal,3.0,0.0,0.0,0.0,Imc,Approach,Probable Cause,,3.0,True,Mooney M-20D
20001214X41920,Accident,ATL83FA083,1983-01-05,"PEACHTREE CITY, GA",United States,2A9,FALCON,Non-Fatal,Destroyed,N9234S,Beech,C23,No,1,Reciprocating,Personal,0.0,4.0,0.0,0.0,Vmc,Takeoff,Probable Cause,,4.0,True,Beech C23
20001214X42079,Accident,NYC83LA047,1983-01-05,"CENTRE HALL, PA",United States,N16,CENTRE,Non-Fatal,Substantial,N4911G,Cessna,172N,No,1,Reciprocating,Instructional,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,,1.0,False,Cessna 172N
20001214X42044,Accident,MIA83FA057,1983-01-06,"LA BELLE, FL",United States,,,Fatal(2),Destroyed,N89225,Cessna,152,No,1,Reciprocating,Personal,2.0,0.0,0.0,0.0,Imc,Maneuvering,Probable Cause,,2.0,True,Cessna 152
20001214X41996,Accident,FTW83LA077,1983-01-06,"SAN ANGELO, TX",United States,SJT,SAN ANGELO,Non-Fatal,Destroyed,N5276U,Cessna,172RG,No,1,Reciprocating,Aerial Observation,0.0,0.0,0.0,1.0,Vmc,,Probable Cause,,1.0,True,Cessna 172RG
20001214X41991,Accident,FTW83FRD02,1983-01-06,"PORT SULPHUR, LA",United States,,BIRDWIN,Fatal(1),Destroyed,N2004T,Teal,TSC-1A,No,1,Reciprocating,Personal,1.0,0.0,1.0,0.0,Unk,Maneuvering,Probable Cause,,2.0,True,Teal TSC-1A
20001214X41975,Accident,DEN83LA046,1983-01-06,"GREAT FALLS, MT",United States,,,Non-Fatal,Destroyed,N7039J,Bell,47G-3B-2 (SOLOY),No,1,Turbo Shaft,Public Aircraft,0.0,0.0,0.0,2.0,Vmc,Maneuvering,Probable Cause,,2.0,True,Bell 47G-3B-2 (SOLOY)
20001214X42026,Accident,LAX83LA068,1983-01-06,"BAKERSFIELD, CA",United States,L45,BAKERSFIELD,Non-Fatal,Substantial,N38916,Piper,PA-28-161,No,1,Reciprocating,Business,0.0,0.0,0.0,1.0,Imc,Approach,Probable Cause,,1.0,False,Piper PA-28-161
20001214X41973,Accident,DEN83FTE05,1983-01-06,"COLO SPRINGS, CO",United States,,,Non-Fatal,Substantial,N36166,Schweizer,1-36,No,0,,Personal,,,,1.0,Vmc,Maneuvering,Probable Cause,16-08-2011,1.0,False,Schweizer 1-36
20001214X41970,Accident,DEN83FA045,1983-01-06,"SULA, MT",United States,,,Fatal(1),Substantial,N55LW,Bell,206B III,No,1,Turbo Shaft,Personal,1.0,1.0,0.0,0.0,Imc,Cruise,Probable Cause,,2.0,False,Bell 206B III
20001214X41918,Accident,ANC84LA001,1983-01-06,"TOGIAK, AK",United States,TOG,TOGIAK,Non-Fatal,Substantial,N4924E,Cessna,185,No,1,Reciprocating,Unknown,0.0,0.0,2.0,0.0,Vmc,Takeoff,Probable Cause,,2.0,False,Cessna 185
20001214X41912,Accident,ANC83LA029,1983-01-06,"TIGVARIAK ISL., AK",United States,1,,Non-Fatal,Substantial,N2150S,Bell,212,No,2,Turbo Shaft,Unknown,0.0,0.0,0.0,8.0,Vmc,Landing,Probable Cause,,8.0,False,Bell 212
20001214X42072,Accident,NYC83FA050,1983-01-07,"MONTGOMERY, NY",United States,MGJ,ORANGE COUNTY,Non-Fatal,Destroyed,N223JN,Piper,PA-30,No,2,Reciprocating,Personal,0.0,0.0,2.0,0.0,Vmc,Takeoff,Probable Cause,,2.0,True,Piper PA-30
20001214X42043,Accident,LAX83LXQ03,1983-01-07,"2 MI EAST MINA, NV",United States,,,Non-Fatal,Substantial,N25334,Cessna,152,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Cruise,Probable Cause,,1.0,False,Cessna 152
20001214X42027,Accident,LAX83LA069,1983-01-07,"NEAR VACAVILLE, CA",United States,,,Non-Fatal,Substantial,N4027D,Hiller,UH-12E,No,1,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,Vmc,Takeoff,Probable Cause,,1.0,False,Hiller UH-12E
20001214X42005,Accident,FTW83LA095,1983-01-07,"HOUSTON, TX",United States,HOU,WM. P. HOBBY,Non-Fatal,Substantial,N448,Cessna,421C,No,2,Reciprocating,Executive/Corporate,0.0,0.0,0.0,4.0,Imc,Landing,Probable Cause,,4.0,False,Cessna 421C
20001214X41999,Accident,FTW83LA082,1983-01-07,"MANGUM, OK",United States,,,Non-Fatal,Substantial,N4171P,Piper,PA-23-160,No,2,Reciprocating,Ferry,0.0,0.0,0.0,1.0,Vmc,Takeoff,Probable Cause,,1.0,False,Piper PA-23-160
20001214X41997,Accident,FTW83LA080,1983-01-07,"CANADIAN, TX",United States,1ES,HEMPHILL CO.,Non-Fatal,Substantial,N8849A,Beech,B35,No,1,Reciprocating,Personal,0.0,0.0,0.0,3.0,Vmc,Approach,Probable Cause,,3.0,False,Beech B35
20001214X41977,Accident,DEN83LA048,1983-01-07,"GLADE PARK, CO",United States,,,Non-Fatal,Substantial,N3886P,Cessna,P210N,No,1,Reciprocating,Business,0.0,0.0,0.0,5.0,Vmc,Cruise,Probable Cause,,5.0,False,Cessna P210N
20001214X41904,Accident,ANC83FA030,1983-01-07,"ANIAK, AK",United States,ANI,ANIAK,Non-Fatal,Substantial,N7389U,Cessna,207A,No,1,Reciprocating,Unknown,0.0,0.0,0.0,7.0,Vmc,Takeoff,Probable Cause,,7.0,False,Cessna 207A
20051208X01953,Accident,SEA83LA209,1983-01-08,"Goldendale, WA",United States,,,Fatal(2),Destroyed,N8807R,Bellanca,14-19-3,No,1,Reciprocating,Personal,2.0,,,,Vmc,Cruise,Probable Cause,28-03-2006,2.0,True,Bellanca 14-19-3
20001214X42045,Accident,MIA83FA058,1983-01-08,"GREEN COVE SPGS, FL",United States,7 FL,HALLER AIRPORT,Fatal(2),Destroyed,N6503G,Cessna,150,No,1,Reciprocating,Personal,2.0,0.0,0.0,0.0,Vmc,Takeoff,Probable Cause,,2.0,True,Cessna 150
20001214X41983,Accident,FTW83FA078,1983-01-08,"ROMAYOR, TX",United States,,DUKES FIELD,Fatal(2),Destroyed,N6049G,Cessna,150K,No,1,Reciprocating,Personal,2.0,0.0,0.0,0.0,Vmc,Maneuvering,Probable Cause,,2.0,True,Cessna 150K
20001214X42081,Accident,NYC83LA051,1983-01-08,"SUSSEX, NJ",United States,N63,SUSSEX,Non-Fatal,Substantial,N72280,Cessna,140,No,1,Reciprocating,Personal,0.0,1.0,0.0,0.0,Vmc,Takeoff,Probable Cause,,1.0,False,Cessna 140
20001214X42073,Accident,NYC83FA052,1983-01-08,"MILFORD, CT",United States,BDR,SIKORSKI MEMORIAL,Non-Fatal,Substantial,N9017Y,Robinson,R22,No,1,Reciprocating,Instructional,0.0,0.0,0.0,2.0,Vmc,Cruise,Probable Cause,,2.0,False,Robinson R22
20001214X42066,Accident,MKC83LA053,1983-01-08,"GREENWOOD, MO",United States,,,Non-Fatal,Substantial,N1510D,Balloon Works,FIRE FLY 7-B,No,0,Unknown,Instructional,0.0,0.0,0.0,2.0,Vmc,Takeoff,Probable Cause,,2.0,False,Balloon Works FIRE FLY 7-B
20001214X42009,Accident,FTW83LA107,1983-01-08,"CLYDE, TX",United States,6F4,ELMDALE,Non-Fatal,Substantial,N7843,Grumman,G164A-450,No,1,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,Vmc,Maneuvering,Probable Cause,,1.0,False,Grumman G164A-450
20001214X41925,Accident,ATL83FKJ02,1983-01-08,"ELBA, AL",United States,14J,CARL FOLSOM,Non-Fatal,Substantial,N1860K,Luscombe,8E,No,1,Reciprocating,Personal,0.0,1.0,0.0,0.0,Vmc,Approach,Probable Cause,,1.0,False,Luscombe 8E
20001214X42041,Accident,LAX83LJA04,1983-01-09,"NEAR HONOLULU, HI",United States,,,Non-Fatal,Destroyed,N32658,Piper,PA-28-151,No,1,Reciprocating,Personal,0.0,0.0,1.0,2.0,Vmc,Cruise,Probable Cause,,3.0,True,Piper PA-28-151
20001214X41984,Accident,FTW83FA079,1983-01-09,"CUSHING, OK",United States,,,Fatal(2),Destroyed,N7778M,Mooney,M20E,No,1,Reciprocating,Personal,2.0,0.0,0.0,0.0,Vmc,Maneuvering,Probable Cause,,2.0,True,Mooney M20E
20001214X42065,Accident,MKC83LA052,1983-01-09,"SPRINGFIELD, MO",United States,,,Non-Fatal,Substantial,N1847A,Beech,200,No,2,Turbo Prop,Business,0.0,0.0,0.0,2.0,Vmc,Cruise,Probable Cause,,2.0,False,Beech 200
20001214X42000,Accident,FTW83LA083,1983-01-09,"BANDERA, TX",United States,T33,FLYING L. RANCH,Non-Fatal,Substantial,N32978,Piper,PA-28R-200,No,1,Reciprocating,Personal,0.0,0.0,0.0,4.0,Vmc,Taxi,Probable Cause,,4.0,False,Piper PA-28R-200
20001214X41953,Accident,CHI83LA078,1983-01-09,"ASHKUM, IL",United States,,,Non-Fatal,Substantial,N8343E,Mooney,M20A,No,1,Reciprocating,Ferry,0.0,0.0,0.0,1.0,Vmc,Cruise,Probable Cause,,1.0,False,Mooney M20A
20001214X41967,Accident,DCA83AA013,1983-01-09,"BRAINERD, MN",United States,,BRAINERD CROW WING CO,Fatal(1),Substantial,N8444H,Convair,580-11-A,No,2,Reciprocating,Unknown,1.0,1.0,0.0,31.0,Imc,Landing,Probable Cause,,33.0,False,Convair 580-11-A
20001214X42062,Incident,MKC83IA054,1983-01-10,"ST. LOUIS, MO",United States,STL,LAMBERT-ST. LOUIS,Incident,Minor,N8200Q,Cessna,402B,No,2,Reciprocating,Unknown,0.0,0.0,0.0,4.0,Vmc,Standing,Probable Cause,,4.0,False,Cessna 402B
20001214X42052,Accident,MIA83LA059,1983-01-10,"NEW SMYRNA BCH, FL",United States,34J,NEW SMYRNA BEACH,Non-Fatal,Substantial,N278Q,Enstrom,F-28A,No,1,Reciprocating,Ferry,0.0,0.0,1.0,1.0,Vmc,Maneuvering,Probable Cause,,2.0,False,Enstrom F-28A
20001214X42028,Accident,LAX83LA070,1983-01-10,"PALO ALTO, CA",United States,PAO,PALO ALTO,Non-Fatal,Substantial,N19304,Cessna,150L,No,1,Reciprocating,Personal,0.0,0.0,0.0,2.0,Vmc,Landing,Probable Cause,,2.0,False,Cessna 150L
20001214X41913,Accident,ANC83LA031,1983-01-10,"WAINWRIGHT, AK",United States,5WW,WAINWRIGHT,Non-Fatal,Substantial,N3575A,Piper,PA-32R-301,No,1,Reciprocating,Unknown,0.0,0.0,0.0,6.0,Vmc,Landing,Probable Cause,,6.0,False,Piper PA-32R-301
20001214X41968,Accident,DCA83AA014,1983-01-11,"DETROIT, MI",United States,DTW,DETROIT METRO,Fatal(3),Destroyed,N8053U,Mcdonnell Douglas,DC-8-54F,No,4,Turbo Fan,,3.0,0.0,0.0,0.0,Vmc,Takeoff,Probable Cause,,3.0,True,Mcdonnell Douglas DC-8-54F
20001214X42088,Accident,SEA83FA040,1983-01-11,"NEWPORT, OR",United States,ONP,NEWPORT MUNICIPAL,Non-Fatal,Substantial,N644PH,Bell,206B,No,1,Turbo Shaft,Personal,0.0,0.0,0.0,3.0,Vmc,Takeoff,Probable Cause,,3.0,False,Bell 206B
20001214X41998,Accident,FTW83LA081,1983-01-11,"TEMPLE, TX",United States,TPL,TEMPLE MUNICIPAL,Non-Fatal,Substantial,N1781D,Cessna,170A,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Takeoff,Probable Cause,,1.0,False,Cessna 170A
20001214X41929,Accident,ATL83LA087,1983-01-11,"MADISON, GA",United States,52A,MADISON MUNICIPAL,Non-Fatal,Substantial,N520R,Lockheed,18-56,No,2,Reciprocating,Executive/Corporate,0.0,0.0,0.0,4.0,Vmc,Takeoff,Probable Cause,,4.0,False,Lockheed 18-56
20001214X41921,Accident,ATL83FA086,1983-01-11,"QUINTON, VA",United States,W96,NEW KENT,Non-Fatal,Substantial,N5175X,Champion,7ECA,No,1,Reciprocating,Instructional,0.0,0.0,2.0,0.0,Vmc,Takeoff,Probable Cause,,2.0,False,Champion 7ECA
20001214X42058,Accident,MIA83LA070,1983-01-11,CULEBRA,,,,Non-Fatal,Destroyed,N20FH,Piper,PA-32-260,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Cruise,Probable Cause,,1.0,True,Piper PA-32-260
20001214X42089,Accident,SEA83FA041,1983-01-12,"REDMOND, OR",United States,RDM,ROBERT FIELD,Non-Fatal,Substantial,N9751Y,Beech,35-B33,No,1,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Takeoff,Probable Cause,,1.0,False,Beech 35-B33
20001214X41954,Accident,CHI83LA079,1983-01-12,"SPRINGFIELD, OH",United States,SGH,SPRINGFIELD,Non-Fatal,Substantial,N25353,Piper,PA-38-112,No,1,Reciprocating,Instructional,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,,1.0,False,Piper PA-38-112
20001214X42090,Accident,SEA83FA042,1983-01-13,"SUNRIVER, OR",United States,S21,SUNRIVER,Fatal(1),Destroyed,N29757,Bellanca,8KCAB,No,1,Reciprocating,Personal,1.0,0.0,0.0,0.0,Vmc,Maneuvering,Probable Cause,,1.0,True,Bellanca 8KCAB
20001214X41946,Incident,CHI83IA097,1983-01-13,"CHICAGO, IL",United States,ORD,O'HARE,Incident,Minor,N115AA,Mcdonnell Douglas,DC10-10,No,3,Turbo Jet,Unknown,0.0,0.0,0.0,201.0,Vmc,Landing,Probable Cause,,201.0,False,Mcdonnell Douglas DC10-10
20001214X41940,Accident,CHI83FA080,1983-01-13,"GLENVIEW, IL",United States,,,Non-Fatal,Destroyed,N6347W,Piper,PA-28-140,No,1,Reciprocating,Personal,0.0,0.0,0.0,2.0,Vmc,Approach,Probable Cause,,2.0,True,Piper PA-28-140
20001214X41910,Incident,ANC83IA034,1983-01-13,"NEAR CORDOVA, AK",United States,,,Incident,Minor,N2660S,Cessna,185,No,1,Reciprocating,Public Aircraft,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,,1.0,False,Cessna 185
20001214X41905,Accident,ANC83FA032,1983-01-13,"CORDOVA, AK",United States,,,Fatal(1),Destroyed,N74PR,Bell,206B,No,1,Turbo Shaft,Public Aircraft,1.0,1.0,0.0,0.0,Vmc,Cruise,Probable Cause,,2.0,True,Bell 206B
20001214X41932,Accident,ATL83LA090,1983-01-13,"GREENVILLE, SC",United States,GMU,GREENVILLE,Non-Fatal,Substantial,N7737Y,Piper,PA-30,No,2,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,,1.0,False,Piper PA-30
20001214X42033,Accident,LAX83LA077,1983-01-14,"SAN MARTIN, CA",United States,Q99,SOUTH COUNTY,Non-Fatal,Substantial,N9927V,Cessna,R172K,No,1,Reciprocating,Instructional,0.0,0.0,0.0,2.0,Vmc,Approach,Probable Cause,,2.0,False,Cessna R172K
20001214X42002,Accident,FTW83LA090,1983-01-14,"BELLE CHASE, LA",United States,LA03,BELLE CHASE,Non-Fatal,Substantial,N3533U,Piper,PA-31-350,No,2,Reciprocating,Personal,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,,1.0,False,Piper PA-31-350
20001214X41955,Accident,CHI83LA081,1983-01-14,"GREEN BAY, WI",United States,GRB,AUSTIN STRAUBEL,Non-Fatal,Substantial,N9916B,Cessna,172 RG,No,1,Reciprocating,Personal,0.0,1.0,1.0,0.0,Imc,Cruise,Probable Cause,,2.0,False,Cessna 172 RG
20001214X41971,Accident,DEN83FA049,1983-01-15,"SISSETON, SD",United States,8D3,SISSETON,Fatal(1),Destroyed,N9079B,Robinson,R22,No,1,Reciprocating,Instructional,1.0,0.0,0.0,0.0,Imc,Takeoff,Probable Cause,,1.0,True,Robinson R22
20001214X42053,Accident,MIA83LA060,1983-01-15,"KEY LARGO, FL",United States,,,Non-Fatal,Substantial,N1737Z,Cessna,336,No,2,Reciprocating,Personal,0.0,0.0,0.0,2.0,Vmc,Cruise,Probable Cause,,2.0,False,Cessna 336
20001214X42030,Accident,LAX83LA072,1983-01-15,"BARSTOW, CA",United States,,,Non-Fatal,Substantial,N2422A,Piper,PA-38-112,No,1,Reciprocating,Instructional,0.0,0.0,0.0,1.0,Vmc,Cruise,Probable Cause,,1.0,False,Piper PA-38-112
20001214X42029,Accident,LAX83LA071,1983-01-15,"EL CAJON, CA",United States,SEE,GILLESPIE,Non-Fatal,Substantial,N5730P,Piper,PA-24-250,No,1,Reciprocating,Personal,0.0,2.0,2.0,0.0,Vmc,Takeoff,Probable Cause,,4.0,False,Piper PA-24-250
20001214X42003,Accident,FTW83LA091,1983-01-15,"NACOGDOCHES, TX",United States,OCH,EAST TEXAS REGIONAL,Non-Fatal,Substantial,N45344,Grumman American,AA-5B,No,1,Reciprocating,Personal,0.0,0.0,0.0,2.0,Vmc,Landing,Probable Cause,,2.0,False,Grumman American AA-5B
20001214X41986,Accident,FTW83FA092,1983-01-15,"MIDLAND, TX",United States,,,Non-Fatal,Substantial,N45528,Cessna,150,No,1,Reciprocating,Personal,0.0,0.0,0.0,2.0,Vmc,Cruise,Probable Cause,,2.0,False,Cessna 150
20001214X41974,Accident,DEN83FTI03,1983-01-15,"GALEN, MT",United States,,,Non-Fatal,Substantial,N4610Y,Piper,PA-18-150,No,1,Reciprocating,Personal,0.0,1.0,0.0,0.0,Vmc,Maneuvering,Probable Cause,,1.0,False,Piper PA-18-150
20001214X41956,Accident,CHI83LA082,1983-01-15,"BRAINERD, MN",United States,,,Non-Fatal,Substantial,N2062U,Maule,M4-180C,No,1,Reciprocating,Unknown,0.0,0.0,0.0,2.0,Vmc,Descent,Probable Cause,,2.0,False,Maule M4-180C
20001214X42024,Incident,LAX83IA073,1983-01-16,"LOS ANGELES, CA",United States,LAX,LOS ANGELES,Incident,Minor,N9664,Boeing,747-123,No,4,Turbo Fan,Personal,0.0,0.0,0.0,412.0,Vmc,Taxi,Probable Cause,,412.0,False,Boeing 747-123
20001214X42076,Accident,NYC83FHA03,1983-01-16,"NEW HOPE, PA",United States,N54,BUEHL FIELD,Non-Fatal,Substantial,N8604C,Piper,PA-22-135,No,1,Reciprocating,Personal,0.0,1.0,0.0,0.0,Vmc,Maneuvering,Probable Cause,,1.0,False,Piper PA-22-135
20001214X42001,Accident,FTW83LA089,1983-01-16,"LOREAUVILLE, LA",United States,,WIND MILL,Non-Fatal,Substantial,N1071F,Cessna,A185F,No,1,Reciprocating,Personal,0.0,1.0,0.0,2.0,Vmc,Takeoff,Probable Cause,,3.0,False,Cessna A185F
20001214X41985,Accident,FTW83FA088,1983-01-16,"CARROLLTON, TX",United States,ADS,ADDISON,Non-Fatal,Substantial,N737VQ,Cessna,172N,No,1,Reciprocating,Personal,0.0,1.0,0.0,2.0,Vmc,Approach,Probable Cause,,3.0,False,Cessna 172N
20001214X41958,Accident,CHI83LA084,1983-01-16,"WHEATON, IL",United States,,,Non-Fatal,Substantial,N3318F,Cessna,182,No,1,Reciprocating,Personal,0.0,0.0,0.0,2.0,Vmc,Cruise,Probable Cause,,2.0,False,Cessna 182
20001214X41957,Accident,CHI83LA083,1983-01-16,"CAMPBELL, MN",United States,,,Non-Fatal,Substantial,N9218U,Cessna,150,No,1,Reciprocating,Personal,0.0,0.0,0.0,3.0,Vmc,Cruise,Probable Cause,,3.0,False,Cessna 150
20001214X41906,Accident,ANC83FA033,1983-01-16,"ANCHORAGE, AK",United States,MR1,MERRILL,Non-Fatal,Substantial,N8974R,Champion,7HC,No,1,Reciprocating,Personal,0.0,0.0,2.0,0.0,Vmc,Takeoff,Probable Cause,,2.0,False,Champion 7HC
20001214X42004,Accident,FTW83LA093,1983-01-16,"BAY CITY, TX",United States,,,Non-Fatal,Substantial,TGSAB,Douglas,DC-3,No,2,Reciprocating,Unknown,0.0,0.0,2.0,0.0,Vmc,Maneuvering,Probable Cause,,2.0,False,Douglas DC-3
20001214X42097,Accident,SEA83LA043,1983-01-17,"POCATELLO, ID",United States,PIH,POCATELLO MUNI.,Non-Fatal,Substantial,N28163,Bellanca,17-30A,No,1,Reciprocating,Business,0.0,0.0,0.0,1.0,Imc,Go-Around,Probable Cause,,1.0,False,Bellanca 17-30A
20001214X41930,Accident,ATL83LA088,1983-01-17,"PORTSMOUTH, VA",United States,PVG,HAMPTON ROADS,Non-Fatal,Substantial,N150RF,Cessna,150,No,1,Reciprocating,Instructional,0.0,0.0,1.0,0.0,Vmc,Landing,Probable Cause,,1.0,False,Cessna 150
20001214X42031,Accident,LAX83LA074,1983-01-17,"DIXON, CA",United States,SUU,TRAVIS AFB,Non-Fatal,Substantial,N6239B,Aero Commander,500,No,2,Reciprocating,Unknown,0.0,0.0,0.0,2.0,Imc,Cruise,Probable Cause,,2.0,False,Aero Commander 500
20001214X41959,Accident,CHI83LA085,1983-01-17,"CINCINNATI, OH",United States,,,Non-Fatal,Substantial,N59426,Bell,206B,No,1,Turbo Shaft,Unknown,0.0,0.0,0.0,3.0,Vmc,Cruise,Probable Cause,,3.0,False,Bell 206B
20001214X41917,Accident,ANC83LA046,1983-01-17,"NONDALTON, AK",United States,5NN,NONDALTON,Non-Fatal,Substantial,N8429N,Piper,PA-32-301,No,1,Reciprocating,Unknown,0.0,0.0,0.0,6.0,Vmc,Landing,Probable Cause,,6.0,False,Piper PA-32-301
20001214X42019,Accident,LAX83FUG13,1983-01-18,"PALM SPRINGS, CA",United States,PSP,PALM SPRINGS,Fatal(3),Destroyed,N5208S,Piper,PA-32-300,No,1,Reciprocating,Personal,3.0,1.0,0.0,0.0,Vmc,Takeoff,Probable Cause,,4.0,True,Piper PA-32-300
20001214X41911,Incident,ANC83IA036,1983-01-18,"QUZINKIE, AK",United States,,QUZINKIE,Incident,Minor,N8385G,Piper,PA32-301,No,1,Reciprocating,Unknown,0.0,0.0,0.0,3.0,Vmc,Landing,Probable Cause,,3.0,False,Piper PA32-301
20001214X42032,Accident,LAX83LA075,1983-01-18,"FIVE POINTS, CA",United States,,THREE ROCKS,Non-Fatal,Substantial,N5636J,Cessna,188,No,1,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,Vmc,Takeoff,Probable Cause,,1.0,False,Cessna 188
20001214X41978,Accident,DEN83LA050,1983-01-18,"BILLINGS, MT",United States,BIL,BILLINGS,Non-Fatal,Substantial,N64000,Cessna,180K,No,1,Reciprocating,Business,0.0,0.0,0.0,2.0,Vmc,Landing,Probable Cause,,2.0,False,Cessna 180K
20001214X41931,Accident,ATL83LA089,1983-01-18,"COLUMBIA, SC",United States,CUB,OWENS,Non-Fatal,Substantial,N70872,Cessna,182M,No,1,Reciprocating,Business,0.0,0.0,0.0,1.0,Vmc,Approach,Probable Cause,,1.0,False,Cessna 182M
20001214X42013,Accident,LAX83FA076,1983-01-19,"SAN FRANCISCO, CA",United States,,,Fatal(1),Minor,N64002,Beech,C-99,No,2,Turbo Prop,Unknown,1.0,0.0,0.0,10.0,Vmc,Standing,Probable Cause,,11.0,False,Beech C-99
20001214X41941,Accident,CHI83FA086,1983-01-19,"MONROE, WI",United States,,,Non-Fatal,Destroyed,N5818F,Piper,PA-32-300,No,1,Reciprocating,Unknown,0.0,0.0,1.0,0.0,Vmc,Cruise,Probable Cause,,1.0,True,Piper PA-32-300
20001214X42082,Accident,NYC83LA053,1983-01-19,"NEW CUMBERLAND, PA",United States,CXY,CAPITAL CITY,Non-Fatal,Substantial,N250RA,Israel Aircraft Industries,1124,No,2,Turbo Fan,Executive/Corporate,0.0,0.0,0.0,8.0,Vmc,Takeoff,Probable Cause,,8.0,False,Israel Aircraft Industries 1124
20001214X42054,Accident,MIA83LA061,1983-01-19,"NEAR TELOGIA, FL",United States,,,Non-Fatal,Substantial,N8780X,Cessna,182D,No,1,Reciprocating,Instructional,0.0,0.0,0.0,1.0,Vmc,Landing,Probable Cause,,1.0,False,Cessna 182D
20001214X41980,Accident,DEN83LA052,1983-01-19,"MT.PLEASANT, UT",United States,43U,MT. PLEASANT,Non-Fatal,Substantial,N9672P,Piper,PA-18-150,No,1,Reciprocating,Personal,0.0,0.0,0.0,2.0,Vmc,Landing,Probable Cause,,2.0,False,Piper PA-18-150
20001214X41979,Accident,DEN83LA051,1983-01-19,"HARMONY, WY",United States,,,Non-Fatal,Substantial,N736YA,Cessna,172XP,No,1,Reciprocating,Business,0.0,0.0,0.0,1.0,Vmc,Go-Around,Probable Cause,,1.0,False,Cessna 172XP
20001214X41960,Accident,CHI83LA087,1983-01-19,"CAHOKIA, IL",United States,CPS,BI-STATE PARKS,Non-Fatal,Substantial,N704LQ,Cessna,150M,No,1,Reciprocating,Instructional,0.0,0.0,0.0,2.0,Vmc,Takeoff,Probable Cause,,2.0,False,Cessna 150M
20001214X41914,Accident,ANC83LA035,1983-01-19,"ANCHORAGE, AK",United States,MRI,MERRILL FIELD,Non-Fatal,Substantial,N2822B,Bell,47G-2,No,1,Reciprocating,Instructional,0.0,0.0,1.0,0.0,Vmc,Landing,Probable Cause,,1.0,False,Bell 47G-2
20001214X41926,Accident,ATL83FLJ01,1983-01-20,"ROBERSONVILLE, NC",United States,MCZ,MARTIN COUNTY,Fatal(3),Destroyed,N98302,Piper,PA-28-140,No,1,Reciprocating,Business,3.0,0.0,0.0,0.0,Vmc,Cruise,Probable Cause,,3.0,True,Piper PA-28-140
20001214X41909,Accident,ANC83FAG03,1983-01-20,"NYAC, AK",United States,NONE,NYAC,Fatal(3),Destroyed,N61764,Cessna,A185F,No,1,Reciprocating,Business,3.0,0.0,0.0,0.0,Imc,Approach,Probable Cause,,3.0,True,Cessna A185F
20001214X42006,Accident,FTW83LA096,1983-01-20,"LUBBOCK, TX",United States,LBB,LUBBOCK INT'L.,Non-Fatal,Substantial,N555CH,Mitsubishi,MU-2B-30,No,2,Turbo Prop,Business,0.0,0.0,0.0,2.0,Imc,Landing,Probable Cause,,2.0,False,Mitsubishi MU-2B-30
20001214X41961,Accident,CHI83LA088,1983-01-20,"ST. JACOB, IL",United States,3K6,ST. JACOB,Non-Fatal,Substantial,N5712V,Beech,95-C55,No,2,Reciprocating,Business,0.0,0.0,0.0,2.0,Imc,Landing,Probable Cause,,2.0,False,Beech 95-C55
20001214X42091,Accident,SEA83FA044,1983-01-21,"BURNS, OR",United States,BNO,BURNS MUNICIPAL,Fatal(1),Destroyed,N5162W,Cessna,P210N,No,1,Reciprocating,Unknown,1.0,0.0,0.0,0.0,Vmc,Unknown,Probable Cause,,1.0,True,Cessna P210N
20001214X42034,Accident,LAX83LA078,1983-01-21,"YUCCA VALLEY, CA",United States,L22,YUCCA VALLEY,Non-Fatal,Destroyed,N9923K,Stinson,108-2,No,1,Reciprocating,Personal,0.0,0.0,2.0,0.0,Vmc,Takeoff,Probable Cause,,2.0,True,Stinson 108-2
20001214X41987,Accident,FTW83FA097,1983-01-21,"GOLIAD, TX",United States,,,Fatal(2),Destroyed,N3899U,Bell,206L-3,No,1,Turbo Shaft,Business,2.0,0.0,0.0,0.0,Imc,Cruise,Probable Cause,,2.0,True,Bell 206L-3
